Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily	interpro	homologous_superfamily		SSF101353	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0005737
IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily	interpro	homologous_superfamily		SSF55186	GO:0000166
IPR018193	Glycerate kinase, flavodoxin-like fold	interpro	homologous_superfamily		G3DSA:3.90.1510.10	GO:0008887,GO:0031388
IPR018197	Glycerate kinase, restriction-enzyme-like fold	interpro	homologous_superfamily		G3DSA:3.40.50.10350	
IPR018490	Cyclic nucleotide-binding-like	interpro	homologous_superfamily		SSF51206	
IPR020056	Ribosomal protein L25/Gln-tRNA synthetase, N-terminal	interpro	homologous_superfamily		G3DSA:2.40.240.10	
IPR020061	Glutamine-tRNA ligase, alpha-bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1160.10	GO:0005524
IPR020080	Outer membrane adhesin/peptidase omptin	interpro	homologous_superfamily		SSF69917	GO:0004190
IPR020091	Pleiotrophin/Midkine disulphide-rich domain superfamily	interpro	homologous_superfamily		SSF57288	GO:0008083
IPR020095	Pseudouridine synthase I, TruA, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.660	GO:0003723,GO:0009982
IPR020103	Pseudouridine synthase, catalytic domain superfamily	interpro	homologous_superfamily		SSF55120	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR020568	Ribosomal protein S5 domain 2-type fold	interpro	homologous_superfamily		SSF54211	
IPR020751	Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2	interpro	homologous_superfamily		G3DSA:1.10.10.350	
IPR020752	Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 1	interpro	homologous_superfamily		G3DSA:1.10.8.70	GO:0000049
IPR020825	Phenylalanyl-tRNA synthetase, B3/B4	interpro	homologous_superfamily		G3DSA:3.50.40.10	
IPR020835	Catalase superfamily	interpro	homologous_superfamily		SSF56634	GO:0020037,GO:0055114
IPR020858	Serum albumin-like	interpro	homologous_superfamily		SSF48552	GO:0005615
IPR021109	Aspartic peptidase domain superfamily	interpro	homologous_superfamily		SSF50630,G3DSA:2.40.70.10	
IPR021157	Cytochrome c1, transmembrane anchor, C-terminal	interpro	homologous_superfamily		SSF81496	
IPR022384	Formiminotransferase catalytic domain superfamily	interpro	homologous_superfamily		SSF55116	GO:0005542,GO:0016740
IPR022636	S-adenosylmethionine synthetase superfamily	interpro	homologous_superfamily		SSF55973	GO:0004478,GO:0006556
IPR022803	Ribosomal protein L5 domain superfamily	interpro	homologous_superfamily		SSF55282,G3DSA:3.30.1440.10	
IPR022830	Indigoidine synthase A-like	interpro	homologous_superfamily		SSF110581,G3DSA:3.40.1790.10	GO:0016798
IPR023074	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.770.10	GO:0004420,GO:0055114
IPR023090	UPF0702, alpha/beta domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.240.20	
IPR023091	Metalloprotease catalytic domain superfamily, predicted	interpro	homologous_superfamily		G3DSA:3.40.390.30	GO:0004222
IPR023093	ScpA-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.10.580	
IPR023095	Adenine-specific methyltransferase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.1020.10	GO:0009007
IPR023096	Phosphoglucose isomerase, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1390.10	GO:0004347,GO:0006096
IPR023098	ParB-like nuclease, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.1760.10	
IPR023099	Glycoside hydrolase, family 46, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.386.10	GO:0016977,GO:0005975
IPR023100	D-aminoacylase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1490.130	GO:0016811
IPR023101	AF1862-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.520.30,SSF158568	
IPR023102	Fatty acid synthase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.1470.20	GO:0004312
IPR023104	ITPase-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.780	
IPR023105	YkvR-like superfamily	interpro	homologous_superfamily		G3DSA:2.40.30.80,SSF159173	
IPR023106	Ribosomal protein L30, central domain, archaeal type	interpro	homologous_superfamily		G3DSA:1.10.15.30	
IPR023107	Atu2299-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.550.10	
IPR023111	Titin-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.160.10	
IPR023112	Antifungal protein domain superfamily	interpro	homologous_superfamily		SSF57598,G3DSA:2.40.50.60	
IPR023113	Telomere-binding protein, beta subunit domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.200.10	
IPR023116	Phosphonoacetate hydrolase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.110	
IPR023118	YqaI domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.30,SSF160713	
IPR023119	Multihaem cytochrome, PRC subunit superfamily	interpro	homologous_superfamily		G3DSA:1.10.468.10	
IPR023120	Winged helix-turn-helix transcription repressor, HrcA, inserted dimerising domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.390.60	
IPR023121	ApoC-II domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1440.10	
IPR023122	NE1680-like superfamily	interpro	homologous_superfamily		G3DSA:3.10.510.10,SSF160766	
IPR023123	Tubulin, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.287.600	
IPR023124	DUF3239 domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.410.10	
IPR023126	HP0242-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3350.10,SSF158752	
IPR023129	MTH889-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1340,SSF160363	
IPR023130	Ta0600-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.50	
IPR023131	Mth639-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.120.630	
IPR023132	Sama2622-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3440.10,SSF158675	
IPR023135	N6 adenine-specific DNA methyltransferase, TaqI class, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.220.10	
IPR023136	Api92-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3530.10	
IPR023138	NMB0513-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3510.10,SSF160472	
IPR023139	PBDC1-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3560.10	
IPR023141	Ammonia/methane monooxygenase, subunit B, hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.710	
IPR023142	Microtubule-associated serine/threonine-protein kinase, pre-PK domain superfamily	interpro	homologous_superfamily		SSF140482,G3DSA:1.20.1480.20	GO:0004674
IPR023143	Mycolic acid cyclopropane synthase-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.840	
IPR023144	Phenylalanine ammonia-lyase, shielding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.274.20	
IPR023145	YfbU, helix-hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.680	
IPR023146	YfbU, alpha-helical bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3190.10	
IPR023148	tRNA (guanine-N1-)-methyltransferase, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1270.20	GO:0052906,GO:0008033
IPR023149	Trans-aconitate 2-methyltransferase, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.150.290	GO:0030798
IPR023153	PSPTO4464-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.60.30,SSF158710	
IPR023154	Jann4075-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.238.120,SSF158587	
IPR023157	AGR-C-984p-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3700.10,SSF158837	
IPR023158	YerB-like superfamily	interpro	homologous_superfamily		G3DSA:3.50.90.10,SSF159774	
IPR023159	SO1590-like superfamily	interpro	homologous_superfamily		G3DSA:2.40.350.10,SSF159238	
IPR023160	Ribonuclease HII, helix-loop-helix cap domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.460	GO:0004523
IPR023162	Apc36109-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.340.20,SSF116922	
IPR023164	YqgQ-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.760,SSF158379	
IPR023165	rRNA adenine dimethylase-like	interpro	homologous_superfamily		G3DSA:1.10.8.100	
IPR023166	HI0933-like insert domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.8.260	
IPR023167	Yap1 redox domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.238.100,SSF111430	
IPR023168	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2	interpro	homologous_superfamily		G3DSA:1.10.10.410	
IPR023170	Helix-turn-helix, base-excision DNA repair, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1670.10	
IPR023171	Na/H antiporter domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1530.10	
IPR023173	NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.990.10	GO:0016491,GO:0055114
IPR023175	Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal	interpro	homologous_superfamily		G3DSA:1.25.40.270	
IPR023176	Orbivirus inner capsid protein VP7, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.250.10	
IPR023178	Orbivirus inner capsid protein VP7, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.170.10	
IPR023179	GTP-binding protein, orthogonal bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1580.10	
IPR023181	Homospermidine synthase-like, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.360.30	
IPR023183	Serine protease, chymotrypsin-like serine protease, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.40.20	
IPR023190	Phosphoserine phosphatase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.150.210	GO:0004647,GO:0006564
IPR023191	Deoxynucleotide monophosphate kinase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.238.70	
IPR023192	TGS-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.300	
IPR023194	Eukaryotic translation initiation factor 3-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.246.60	
IPR023195	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.1610.10	GO:0008939,GO:0009236
IPR023196	Phosducin, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.168.10	
IPR023197	Bacteriophage T4, Gp59, helicase assembly protein domain superfamily	interpro	homologous_superfamily		SSF48493	
IPR023198	Phosphoglycolate phosphatase-like, domain 2	interpro	homologous_superfamily		G3DSA:1.10.150.240	
IPR023199	Copper chaperone GriE/MELC1 superfamily	interpro	homologous_superfamily		G3DSA:3.30.1880.10	
IPR023200	Ribosome modulation factor domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.620	
IPR023201	SecY domain superfamily	interpro	homologous_superfamily		SSF103491,G3DSA:1.10.3370.10	
IPR023202	YejL-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3390.10,SSF158651	
IPR023203	TTHA0068-like superfamily	interpro	homologous_superfamily		SSF140663	
IPR023204	SP1917 domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.8.290	
IPR023211	DNA polymerase, palm domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.1600.10	
IPR023212	Heat shock protein Hsp33, helix hairpin bin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.480	
IPR023213	Chloramphenicol acetyltransferase-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.559.10	
IPR023214	HAD superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.1000	
IPR023219	Hepatocyte nuclear factor 1, N-terminal domain superfamily	interpro	homologous_superfamily		SSF100957	
IPR023220	Type IV secretion system, VirB5-domain	interpro	homologous_superfamily		G3DSA:1.20.58.430	
IPR023222	PsbQ-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.290,SSF101112	
IPR023224	Salmonella invasion protein A, C-terminal actin-binding domain superfamily	interpro	homologous_superfamily		SSF101312,G3DSA:1.10.4110.10	
IPR023225	Salmonella invasion protein A, chaperone-binding	interpro	homologous_superfamily		SSF140746,G3DSA:1.10.4150.10	
IPR023227	S-adenosyl-l-methionine hydroxide adenosyltransferase, C-terminal	interpro	homologous_superfamily		SSF101852,G3DSA:2.40.30.90	
IPR023228	S-adenosyl-l-methionine hydroxide adenosyltransferase, N-terminal	interpro	homologous_superfamily		SSF102522,G3DSA:3.40.50.10790	
IPR023229	Type II secretion system protein GspM, periplasmic domain superfamily	interpro	homologous_superfamily		SSF103054	
IPR023231	GSKIP domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.2280.10	
IPR023233	Herpesvirus major capsid protein, upper domain superfamily	interpro	homologous_superfamily		SSF103417	
IPR023271	Aquaporin-like	interpro	homologous_superfamily		G3DSA:1.20.1080.10,SSF81338	
IPR023272	Cytochrome C oxidase, subunit VIIB domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.51.10,SSF81423	
IPR023278	Ethylene insensitive 3-like protein, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3180.10,SSF116768	GO:0003700,GO:0005634
IPR023282	Hydroxymethylglutaryl-CoA reductase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.3270.10	GO:0004420
IPR023286	ABATE domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3300.10,SSF160904	
IPR023288	Pa2218-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3320.10	
IPR023289	VPA0735-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3360.10	
IPR023291	Af2093, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.3400.10	
IPR023292	NTP pyrophosphohydrolase-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3420.10	
IPR023293	Deoxyguanosinetriphosphate triphosphohydrolase, central domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3410.10	
IPR023295	Hyaluronate lyase, beta-sheet domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1380	
IPR023296	Glycosyl hydrolase, five-bladed beta-propellor domain superfamily	interpro	homologous_superfamily		G3DSA:2.115.10.20,SSF75005	
IPR023298	P-type ATPase, transmembrane domain superfamily	interpro	homologous_superfamily		SSF81665	
IPR023299	P-type ATPase, cytoplasmic domain N	interpro	homologous_superfamily		G3DSA:3.40.1110.10,SSF81660	GO:0000166
IPR023301	Ammonia/methane monooxygenase, subunitB, N-terminal	interpro	homologous_superfamily		G3DSA:2.60.120.570	
IPR023303	Ammonia/methane monooxygenase, subunit B, C-terminal	interpro	homologous_superfamily		G3DSA:2.60.40.1580	
IPR023309	Endoglucanase F, domain 2	interpro	homologous_superfamily		G3DSA:2.170.160.10	
IPR023310	Malate synthase G, beta sub-domain	interpro	homologous_superfamily		G3DSA:2.170.170.11	GO:0004474
IPR023311	Methuselah ectodomain, domain 2	interpro	homologous_superfamily		G3DSA:2.170.180.11	
IPR023312	Putative nitroreductase, C-terminal, bacterial	interpro	homologous_superfamily		G3DSA:2.20.180.10	
IPR023314	5-Dehydro-2-deoxygluconokinase-like superfamily	interpro	homologous_superfamily		G3DSA:2.20.150.10	
IPR023315	SynGAP C2 domain, N-terminal	interpro	homologous_superfamily		G3DSA:2.20.170.10	
IPR023318	Ubiquitin activating enzyme, alpha domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.520	
IPR023319	Tex-like protein, HTH domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.650	
IPR023322	Outer surface lipoprotein domain superfamily	interpro	homologous_superfamily		SSF51087	
IPR023323	Tex-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3500.10	
IPR023324	BH2638-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.220.80,SSF158504	
IPR023329	Chlorophyll a/b binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3460.10	
IPR023330	Rhabdovirus nucleocapsid, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.3570.10	
IPR023331	Rhabdovirus nucleocapsid, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.3610.10	
IPR023335	ATP12 orthogonal Bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3580.10	
IPR023343	Penicillin amidase type, domain 1	interpro	homologous_superfamily		G3DSA:1.10.439.10	GO:0016811
IPR023346	Lysozyme-like domain superfamily	interpro	homologous_superfamily		SSF53955	
IPR023349	Ammonia monooxygenase/particulate methane monooxygenase, subunit C domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1050.50	
IPR023351	YppE-like superfamily	interpro	homologous_superfamily		SSF140415,G3DSA:1.20.120.440	
IPR023352	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.550,SSF161084	
IPR023353	LemA-like domain superfamily	interpro	homologous_superfamily		SSF140478,G3DSA:1.20.1440.20	
IPR023355	Myotoxin/Anemone neurotoxin domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.20.10	
IPR023358	Peptidase M18, domain 2	interpro	homologous_superfamily		G3DSA:2.30.250.10	GO:0004177
IPR023359	Dihydroorotate dehydrogenase A, chain A, domain 2	interpro	homologous_superfamily		G3DSA:2.30.26.10	
IPR023361	DUF1285, beta-roll domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.270.10	
IPR023364	Trans-sialidase, domain 3	interpro	homologous_superfamily		G3DSA:2.40.220.10	
IPR023365	Sortase domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.260.10,SSF63817	
IPR023366	ATP synthase subunit alpha, N-terminal domain-like superfamily	interpro	homologous_superfamily		G3DSA:2.40.30.20	
IPR023367	Peptidase M42, domain 2	interpro	homologous_superfamily		G3DSA:2.40.30.40	
IPR023373	YmcC-like superfamily	interpro	homologous_superfamily		G3DSA:2.40.360.10,SSF159270	
IPR023374	AttH-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.370.10	
IPR023375	Acetoacetate decarboxylase domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.400.10,SSF160104	
IPR023378	YheA/YmcA-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1500.10,SSF158622	
IPR023380	DsbB-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.1550.10,SSF158442	
IPR023381	YP001051499.1-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1590.10	
IPR023382	Adenine nucleotide alpha hydrolase-like domains	interpro	homologous_superfamily		G3DSA:2.30.30.280	GO:0016783
IPR023385	YopX-like, C-terminal	interpro	homologous_superfamily		G3DSA:2.30.30.290	
IPR023386	Lysine-tRNA ligase, insertion domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.300	GO:0004824
IPR023388	Bacteriocin class IIa domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.130	
IPR023389	DOPA-like superfamily	interpro	homologous_superfamily		SSF143410,G3DSA:3.30.70.1240	
IPR023390	Bacteriophage M13, G8P, capsid domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.80	
IPR023391	Protein translocase SecE domain superfamily	interpro	homologous_superfamily		SSF103456,G3DSA:1.20.5.820	
IPR023392	Mitochondrial outer membrane translocase complex, Tom20 domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.960.10,SSF47157	
IPR023393	START-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.530.20	
IPR023394	Sec7, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1000.11	
IPR023395	Mitochondrial carrier domain superfamily	interpro	homologous_superfamily		SSF103506,G3DSA:1.50.40.10	
IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.170,SSF81799	GO:0008168
IPR023398	Translation Initiation factor eIF- 4e-like	interpro	homologous_superfamily		SSF55418,G3DSA:3.30.760.10	
IPR023399	Baseplate-like, two-layer sandwich fold	interpro	homologous_superfamily		G3DSA:3.30.1920.10	
IPR023400	DNA recombination and repair protein RecA, C-terminal	interpro	homologous_superfamily		SSF54752,G3DSA:3.30.250.10	
IPR023401	Ornithine cyclodeaminase, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.1780.10	
IPR023402	Uncharacterised protein MG237, central domain	interpro	homologous_superfamily		G3DSA:3.30.1790.10	
IPR023403	Uncharacterised protein MG237, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.1480.10	
IPR023404	Radical SAM, alpha/beta horseshoe	interpro	homologous_superfamily		G3DSA:3.80.30.20	
IPR023405	DNA topoisomerase, type IA, core domain	interpro	homologous_superfamily		SSF56712	
IPR023407	Ribosomal protein S27e, zinc-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.100	
IPR023408	Mechanosensitive ion channel MscS domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.60	
IPR023420	Tyrosine-protein kinase SYK/ZAP-70, inter-SH2 domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.930.10	GO:0004715
IPR023430	Peptidase HybD-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.1450,SSF53163	
IPR023447	Formylmethanofuran: tetrahydromethanopterin formyltransferase Ftr, ferredoxin-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.520,SSF55112	
IPR023453	Methionine repressor MetJ domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.140.10	
IPR023465	Riboflavin kinase domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.30.30,SSF82114	GO:0008531,GO:0009231
IPR023471	Cytochrome c oxidase assembly protein CtaG/Cox11, domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.370.10,SSF110111	
IPR023476	Peptidyl-tRNA hydrolase II domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1490.10,SSF102462	
IPR023509	D-aminoacyl-tRNA deacylase-like superfamily	interpro	homologous_superfamily		SSF69500,G3DSA:3.50.80.10	
IPR023534	Rof/RNase P-like	interpro	homologous_superfamily		SSF101744	
IPR023574	Ribosomal protein L4 domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1370.10,SSF52166	GO:0003735,GO:0006412,GO:0005840
IPR023575	Ribosomal protein S19, superfamily	interpro	homologous_superfamily		G3DSA:3.30.860.10,G3DSA:3.30.860.20,SSF54570	GO:0003735,GO:0006412,GO:0005840
IPR023578	Ras guanine nucleotide exchange factor domain superfamily	interpro	homologous_superfamily		SSF48366	
IPR023580	RNA polymerase subunit RPB10	interpro	homologous_superfamily		SSF46924	
IPR023587	Metallothionein domain superfamily, vertebrate	interpro	homologous_superfamily		G3DSA:4.10.10.10	
IPR023591	Ribosomal protein S2, flavodoxin-like domain superfamily	interpro	homologous_superfamily		SSF52313	
IPR023606	CoA-transferase family III domain superfamily	interpro	homologous_superfamily		SSF89796,G3DSA:3.40.50.10540	
IPR023614	Porin domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.160.10	
IPR023618	Photosystem I PsaG/PsaK domain, chloroplastic	interpro	homologous_superfamily		G3DSA:1.10.286.40	GO:0015979,GO:0009522
IPR023620	Small protein B	interpro	homologous_superfamily		G3DSA:2.40.280.10,SSF74982	
IPR023621	Ribosomal protein L31e domain superfamily	interpro	homologous_superfamily		SSF54575,G3DSA:3.10.440.10	
IPR023626	Ribosomal protein L39e domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1620.10,SSF48662	
IPR023627	Recombination protein RecR	interpro	homologous_superfamily		SSF111304	
IPR023634	Reovirus, outer capsid sigma-3 domain superfamily	interpro	homologous_superfamily		SSF64465	
IPR023674	Ribosomal protein L1-like	interpro	homologous_superfamily		SSF56808	
IPR023696	Ureohydrolase domain superfamily	interpro	homologous_superfamily		SSF52768	
IPR023750	RbsD-like superfamily	interpro	homologous_superfamily		SSF102546,G3DSA:3.40.1650.10	GO:0016853,GO:0048029,GO:0005996
IPR023799	Ribosome-binding factor A domain superfamily	interpro	homologous_superfamily		SSF89919	
IPR023803	Ribosomal protein S16 domain superfamily	interpro	homologous_superfamily		SSF54565,G3DSA:3.30.1320.10	
IPR024033	Uncharacterised domain superfamily, YlbE	interpro	homologous_superfamily		G3DSA:1.10.10.660	
IPR024034	ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1140.10	
IPR024036	tRNA-dihydrouridine synthase, putative, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1200.80	GO:0016491,GO:0055114
IPR024042	TM1646-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.490,SSF158397	
IPR024044	NifT/FixU barrel-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.50.240,SSF159203	
IPR024046	Flagellar assembly factor FliW domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.290.10,SSF141457	
IPR024047	MM3350-like superfamily	interpro	homologous_superfamily		G3DSA:3.10.290.30,SSF159941	
IPR024049	Peptide Chain Release Factor eRF1/aRF1, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.960.10,SSF55481	
IPR024050	AICAR transformylase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.440	
IPR024051	AICAR transformylase, duplicated domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.140.20	
IPR024052	Phosphopentomutase DeoB cap domain superfamily	interpro	homologous_superfamily		SSF143856,G3DSA:3.30.70.1250	GO:0008973
IPR024054	Translation initiation factor 2, alpha subunit, middle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.190,SSF116742	
IPR024055	Translation initiation factor 2, alpha subunit, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.1130,SSF110993	
IPR024056	Apical membrane antigen 1 domain superfamily	interpro	homologous_superfamily		SSF82910,G3DSA:4.10.1010.10	
IPR024058	Cytochrome f  transmembrane anchor	interpro	homologous_superfamily		SSF103431	
IPR024059	YopX-like, N-terminal	interpro	homologous_superfamily		G3DSA:2.60.430.10	
IPR024060	Ureidoglycolate lyase domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.120.480	GO:0004848
IPR024062	Bacteriophage PBS2, uracil-glycosylase inhibitor	interpro	homologous_superfamily		G3DSA:3.10.450.20,SSF54441	
IPR024063	Proteinase inhibitor I46, leech metallocarboxypeptidase inhibitor	interpro	homologous_superfamily		SSF57620,G3DSA:3.30.1040.10	
IPR024064	FdhE-like superfamily	interpro	homologous_superfamily		SSF144020,G3DSA:3.90.1670.10	
IPR024065	DNA topoisomerase V, catalytic domain superfamily	interpro	homologous_superfamily		SSF140979	
IPR024066	RGS, subdomain 1/3	interpro	homologous_superfamily		G3DSA:1.10.196.10	
IPR024067	Methylmalonyl-CoA mutase small subunit, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.196.20	
IPR024068	Rotavirus NSP2, N-terminal	interpro	homologous_superfamily		SSF75574,G3DSA:3.90.1400.10	GO:0016817
IPR024069	AF2212-like domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.1150.10	
IPR024071	Protein of unknown function DUF917, C-terminal	interpro	homologous_superfamily		G3DSA:2.40.390.10	
IPR024072	Dihydrofolate reductase-like domain superfamily	interpro	homologous_superfamily		SSF53597,G3DSA:3.40.430.10	
IPR024073	Argininosuccinate synthetase mutimerisation domain, C-terminal tail	interpro	homologous_superfamily		G3DSA:1.10.287.400	GO:0042803
