Entry	Gene ontology (cellular component)
Q8N0U2	integral component of membrane [GO:0016021]
Q96DC7	integral component of membrane [GO:0016021]
Q96GM8	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P48307	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q6ZUK4	integral component of membrane [GO:0016021]
P32971	extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q9H6F2	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; sarcoplasmic reticulum membrane [GO:0033017]
Q8NBN3	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q5SV17	integral component of membrane [GO:0016021]; synaptic membrane [GO:0097060]
Q9ULQ1	endosome [GO:0005768]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]
Q9BU70	
Q9C029	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0CF51	integral component of membrane [GO:0016021]; T cell receptor complex [GO:0042101]
Q14258	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]
Q9ULW0	axon hillock [GO:0043203]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole [GO:0000922]
P01850	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]
Q15650	activating signal cointegrator 1 complex [GO:0099053]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; neuromuscular junction [GO:0031594]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q5GJ75	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A0B4J280	extracellular space [GO:0005615]; T cell receptor complex [GO:0042101]
A0A0J9YWL9	
A0A0B4J235	T cell receptor complex [GO:0042101]
A0A0B4J2E0	plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]
Q8N584	
A0A599	plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]
P0CV98	nucleus [GO:0005634]
Q99614	cytosol [GO:0005829]; peroxisomal membrane [GO:0005778]
Q96PN8	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P62328	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular region [GO:0005576]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]
Q5TAA0	
Q9BSL1	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
Q9BZJ3	extracellular space [GO:0005615]
A6PVC2	axoneme [GO:0005930]; cilium [GO:0005929]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]
P0C7H9	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
Q8N841	9+0 non-motile cilium [GO:0097731]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytosol [GO:0005829]; microtubule [GO:0005874]
Q9NQE7	endosome [GO:0005768]; lysosome [GO:0005764]
Q15819	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; UBC13-MMS2 complex [GO:0031372]
Q9BZ98	
Q16222	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q86WB7	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P35504	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9Y3A2	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
Q6NUS8	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; UDP-N-acetylglucosamine transferase complex [GO:0043541]
Q8IZJ1	integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
O95258	integral component of plasma membrane [GO:0005887]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q9HAC8	
P25874	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q86TI4	
P61421	apical plasma membrane [GO:0016324]; axon terminus [GO:0043679]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; phagocytic vesicle membrane [GO:0030670]; plasma membrane proton-transporting V-type ATPase complex [GO:0033181]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; synaptic vesicle [GO:0008021]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
Q96DN2	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q9H1Z4	centriolar satellite [GO:0034451]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q92558	actin cytoskeleton [GO:0015629]; cytoskeleton [GO:0005856]; dendrite cytoplasm [GO:0032839]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; mitochondrial outer membrane [GO:0005741]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]; SCAR complex [GO:0031209]
Q9H7D7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
O75695	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; periciliary membrane compartment [GO:1990075]; plasma membrane [GO:0005886]
Q8TAF3	intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q7Z5U6	
Q8IUB5	extracellular space [GO:0005615]
P05388	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]
Q9UHA3	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P49406	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]
Q9NRX2	large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q16540	fibrillar center [GO:0001650]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O15160	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]
P24928	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]
Q9NS64	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
O95059	multimeric ribonuclease P complex [GO:0030681]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q96ER3	extracellular space [GO:0005615]; nucleus [GO:0005634]
Q9NVC3	axon [GO:0030424]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]
P0C7Q5	integral component of membrane [GO:0016021]
Q7RTT9	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
Q8IY50	integral component of membrane [GO:0016021]
Q9Y6B6	COPII vesicle coat [GO:0030127]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi cisterna membrane [GO:0032580]
Q15043	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; early endosome membrane [GO:0031901]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]
P41440	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q9BSK2	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]
Q9H2X9	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q5VXD3	nucleus [GO:0005634]; PRC1 complex [GO:0035102]
Q17RB0	
Q08AI6	integral component of membrane [GO:0016021]
A6ZKI3	
Q8N695	apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6PIV7	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
Q2M3M2	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O75396	COPI-coated vesicle [GO:0030137]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; melanosome [GO:0042470]; phagocytic vesicle membrane [GO:0030670]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; transport vesicle [GO:0030133]
Q9NSN8	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; nucleus [GO:0005634]; ruffle membrane [GO:0032587]; syntrophin complex [GO:0016013]
Q76KD6	centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q9NS25	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q96T21	mitochondrion [GO:0005739]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
A6NHP3	
A1X283	cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; podosome [GO:0002102]
P50453	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8IUH8	endoplasmic reticulum membrane [GO:0005789]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; lysosomal membrane [GO:0005765]
O00570	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
O00267	DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q7Z5L4	mitochondrial outer membrane [GO:0005741]
Q7Z6B7	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q96GM5	intracellular membrane-bounded organelle [GO:0043231]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; SWI/SNF complex [GO:0016514]
Q9NUC0	nucleus [GO:0005634]
Q2VWA4	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
O43623	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8NHG7	anchored component of membrane [GO:0031225]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; smooth endoplasmic reticulum membrane [GO:0030868]; tertiary granule membrane [GO:0070821]
O14662	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]
Q96M34	nucleus [GO:0005634]
Q9NQ55	nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]
P29083	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIE complex [GO:0005673]; transcription preinitiation complex [GO:0097550]
Q16143	cytosol [GO:0005829]; inclusion body [GO:0016234]; presynapse [GO:0098793]
Q5HYJ1	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q9BQ87	histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]
Q8WVE7	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]
Q9BXT5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O75410	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; nucleus [GO:0005634]
Q9Y5J6	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
Q13395	nucleus [GO:0005634]
Q6NUS6	ciliary membrane [GO:0060170]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
Q8IXB3	cytoplasmic vesicle membrane [GO:0030659]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q9P1P5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q53T94	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I core factor complex [GO:0070860]; RNA polymerase transcription factor SL1 complex [GO:0005668]
Q92734	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum exit site [GO:0070971]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]
Q9BSA9	endosome [GO:0005768]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]
Q8WVE6	integral component of membrane [GO:0016021]
Q9NYK1	cytoplasm [GO:0005737]; early phagosome [GO:0032009]; endolysosome membrane [GO:0036020]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
C9JI98	integral component of membrane [GO:0016021]
Q8N8V8	integral component of membrane [GO:0016021]
P0C1Z6	cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
A0A0J9YXA8	T cell receptor complex [GO:0042101]
A6NLI5	cytoplasm [GO:0005737]
Q92519	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]
Q8WVT3	cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAPP complex [GO:0030008]
O95361	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; PML body [GO:0016605]
Q9UJV3	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule [GO:0005874]
I1YAP6	cytoplasm [GO:0005737]
A0A0B4J268	T cell receptor complex [GO:0042101]
O75643	catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]
Q5XG85	
O95900	mitochondrial matrix [GO:0005759]
O60637	extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]
Q6IBS0	actin filament [GO:0005884]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; myofibril [GO:0030016]; perinuclear region of cytoplasm [GO:0048471]; stereocilium [GO:0032420]
Q13432	centrosome [GO:0005813]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]; synapse [GO:0045202]
Q8NBM4	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9NNW7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
D6RBM5	endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
P98066	extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; tertiary granule lumen [GO:1904724]
Q9BTX7	membrane [GO:0016020]
Q8WVY7	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9HBA0	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cilium [GO:0005929]; cortical actin cytoskeleton [GO:0030864]; cytoplasmic microtubule [GO:0005881]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]
P22314	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P49459	chromatin [GO:0000785]; cytosol [GO:0005829]; HULC complex [GO:0033503]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; XY body [GO:0001741]
Q96LR5	nucleus [GO:0005634]
Q96S82	cytosol [GO:0005829]
C9JPN9	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
Q9BRU9	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
O95185	cell surface [GO:0009986]; dendrite [GO:0030425]; filopodium [GO:0030175]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P54855	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
Q8TED0	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q13564	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q8TEY7	cell body [GO:0044297]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; VCB complex [GO:0030891]
P68543	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
P35125	cytoplasm [GO:0005737]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
O75351	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; spindle pole [GO:0000922]
Q969X6	90S preribosome [GO:0030686]; chromosome [GO:0005694]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
Q6P2C0	mitochondrial respiratory chain complex I [GO:0005747]
Q6PCB0	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]
Q9UIA9	cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
P04004	alphav-beta3 integrin-vitronectin complex [GO:0071062]; basement membrane [GO:0005604]; blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; intracellular membrane-bounded organelle [GO:0043231]; rough endoplasmic reticulum lumen [GO:0048237]; symbiont-containing vacuole [GO:0020003]
Q8N2E2	cell surface [GO:0009986]; extracellular region [GO:0005576]
Q8IZQ1	autophagosome [GO:0005776]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of autophagosome membrane [GO:0097635]; extrinsic component of membrane [GO:0019898]; inclusion body [GO:0016234]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; PML body [GO:0016605]
Q9UBD3	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q5SRD0	cytosol [GO:0005829]; early endosome [GO:0005769]; WASH complex [GO:0071203]
Q9H1B5	extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q5JSH3	cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]
Q8IZH2	cytosol [GO:0005829]; dendrite [GO:0030425]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; P-body [GO:0000932]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q9P2L0	axoneme [GO:0005930]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cilium [GO:0005929]; intraciliary transport particle A [GO:0030991]
P61964	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; histone acetyltransferase complex [GO:0000123]; histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
Q9NYS7	cytosol [GO:0005829]
Q9NW82	nucleus [GO:0005634]; site of double-strand break [GO:0035861]
Q99942	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]
O14802	cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; RNA polymerase III complex [GO:0005666]
Q9NQ39	cytosolic small ribosomal subunit [GO:0022627]
P10155	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]
P51449	host cell nucleus [GO:0042025]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O43159	chromatin silencing complex [GO:0005677]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; rDNA heterochromatin [GO:0033553]
P55017	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]
A6NIM6	integral component of membrane [GO:0016021]
P21673	cytosol [GO:0005829]; intracellular [GO:0005622]
Q9BYN8	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q9Y694	basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q8TF17	cytoplasmic vesicle [GO:0031410]; plasma membrane [GO:0005886]
Q8WXA3	cytoplasm [GO:0005737]; endosome [GO:0005768]; nucleus [GO:0005634]
Q01959	axon [GO:0030424]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dopaminergic synapse [GO:0098691]; flotillin complex [GO:0016600]; integral component of membrane [GO:0016021]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuronal cell body membrane [GO:0032809]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]
Q9Y3Z3	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; site of double-strand break [GO:0035861]; tetraspanin-enriched microdomain [GO:0097197]
Q6S5L8	plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]
A6NCI5	integral component of membrane [GO:0016021]
O14796	cytosol [GO:0005829]
Q14141	axon terminus [GO:0043679]; cell division site [GO:0032153]; cleavage furrow [GO:0032154]; condensed chromosome kinetochore [GO:0000777]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; septin collar [GO:0032173]; septin complex [GO:0031105]; septin ring [GO:0005940]; sperm annulus [GO:0097227]; spindle [GO:0005819]; synaptic vesicle [GO:0008021]
O95104	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O43147	cytoplasm [GO:0005737]; melanosome [GO:0042470]
Q92185	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
O15041	extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]
P23246	chromatin [GO:0000785]; dendrite cytoplasm [GO:0032839]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; RNA polymerase II transcription regulator complex [GO:0090575]
Q9H2E6	axon [GO:0030424]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q8TD33	extracellular region [GO:0005576]
