Entry	Gene ontology (cellular component)
Q8BGH7	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]
Q8R2K8	extracellular region [GO:0005576]
Q3MI99	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q3UHL1	cytoplasmic vesicle membrane [GO:0030659]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]
Q9D5Y1	9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular region [GO:0005576]
Q8CDE2	cytoskeletal calyx [GO:0033150]; cytoskeleton [GO:0005856]
Q6PHS9	voltage-gated calcium channel complex [GO:0005891]
Q9D9C7	
Q91VJ2	caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]
Q09XV5	MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q80X32	
Q8BYH8	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9D727	
Q61003	immunological synapse [GO:0001772]; intrinsic component of plasma membrane [GO:0031226]; spanning component of plasma membrane [GO:0044214]; T cell receptor complex [GO:0042101]
P25918	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q8C0C4	
Q8CII2	cytoplasm [GO:0005737]
P51680	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q99M08	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P24807	anchored component of external side of plasma membrane [GO:0031362]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
Q91WG5	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]
Q8R0I0	brush border membrane [GO:0031526]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P05201	axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]
Q60613	asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; axon [GO:0030424]; dendrite [GO:0030425]; endomembrane system [GO:0012505]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; intermediate filament [GO:0005882]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; presynaptic membrane [GO:0042734]
Q9Z1Q2	integral component of membrane [GO:0016021]
Q9QYR9	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q60590	extracellular space [GO:0005615]
P45376	cytosol [GO:0005829]; extracellular space [GO:0005615]; mast cell granule [GO:0042629]; nucleoplasm [GO:0005654]; paranodal junction [GO:0033010]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane bounded cell projection cytoplasm [GO:0032838]; Schmidt-Lanterman incisure [GO:0043220]; Schwann cell microvillus [GO:0097454]
Q9JII6	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; synapse [GO:0045202]
Q8BRK8	apical plasma membrane [GO:0016324]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9D1F4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
F8VQ03	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sperm head [GO:0061827]
P51827	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; super elongation complex [GO:0032783]; transcription elongation factor complex [GO:0008023]
O70126	chromocenter [GO:0010369]; chromosome passenger complex [GO:0032133]; condensed chromosome, centromeric region [GO:0000779]; condensed nuclear chromosome, centromeric region [GO:0000780]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; midbody [GO:0030496]; mitotic spindle midzone [GO:1990023]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]
Q61125	integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
Q8BXV2	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q9Z277	condensed chromosome [GO:0000793]; nuclear body [GO:0016604]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]
Q9Z2F6	Bcl3/NF-kappaB2 complex [GO:0033257]; Bcl3-Bcl10 complex [GO:0032996]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q9Z0F3	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]
O70479	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; endosome [GO:0005768]; nucleus [GO:0005634]
O88602	AMPA glutamate receptor complex [GO:0032281]; cell surface [GO:0009986]; cerebellar mossy fiber [GO:0044300]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; Schaffer collateral - CA1 synapse [GO:0098685]; somatodendritic compartment [GO:0036477]; voltage-gated calcium channel complex [GO:0005891]
Q9Z1R2	BAT3 complex [GO:0071818]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P59114	intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q6ZQ38	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q99N28	cell-cell junction [GO:0005911]; integral component of presynaptic membrane [GO:0099056]; parallel fiber to Purkinje cell synapse [GO:0098688]
G3UW36	
P51637	caveola [GO:0005901]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dystrophin-associated glycoprotein complex [GO:0016010]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; membrane raft [GO:0045121]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; vesicle [GO:0031982]; Z disc [GO:0030018]
Q9D9H8	extracellular region [GO:0005576]
Q9JJV3	integral component of membrane [GO:0016021]
Q8C3M9	
Q9DBY5	heterochromatin [GO:0000792]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]
Q8C9E8	integral component of plasma membrane [GO:0005887]
Q80V42	anchored component of membrane [GO:0031225]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q8CJ91	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q91ZW9	
Q8CFW7	ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; MKS complex [GO:0036038]
P28293	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; intermediate filament [GO:0005882]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]
Q91XA9	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9CQ52	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]
Q9D5D8	nucleus [GO:0005634]
P06332	cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q8BMD5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9DAY5	extracellular region [GO:0005576]
Q9CWX2	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q3TZA2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9JKV2	ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleus [GO:0005634]
Q6IRU7	centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]
Q8BRU4	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
Q8R4E9	condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9WUB6	chloride channel complex [GO:0034707]; integral component of plasma membrane [GO:0005887]
P11942	alpha-beta T cell receptor complex [GO:0042105]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q80YA9	cytoplasm [GO:0005737]; extrinsic component of postsynaptic density membrane [GO:0099147]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]
Q9ET43	bicellular tight junction [GO:0005923]; cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]; tight junction [GO:0070160]
P01029	axon [GO:0030424]; dendrite [GO:0030425]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; other organism cell [GO:0044216]; synapse [GO:0045202]
Q32NY4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P08122	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; collagen type IV trimer [GO:0005587]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9CQT6	
Q8WUR0	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
Q9CZR4	extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
Q8K442	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q4KML4	
Q3UKZ7	
Q80VQ0	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q14DN9	
Q8VHQ9	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]
Q9JHW9	cytoplasm [GO:0005737]
Q64362	cytosol [GO:0005829]; FHF complex [GO:0070695]; HOPS complex [GO:0030897]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q60876	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; protein-containing complex [GO:0032991]
P70389	insulin-like growth factor ternary complex [GO:0042567]
Q80V94	AP-4 adaptor complex [GO:0030124]; trans-Golgi network [GO:0005802]
Q8K1C0	Cajal body [GO:0015030]; cytoplasm [GO:0005737]
Q91WR3	activating signal cointegrator 1 complex [GO:0099053]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
A0A0B4J1F4	cytoplasm [GO:0005737]; early endosome [GO:0005769]; endosome [GO:0005768]; extracellular vesicle [GO:1903561]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q78IK2	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrion [GO:0005739]
Q62388	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; DNA repair complex [GO:1990391]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]
P23780	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; vacuole [GO:0005773]
Q8CIF4	apical part of cell [GO:0045177]; extracellular space [GO:0005615]; nucleolus [GO:0005730]; perikaryon [GO:0043204]
O55102	axon cytoplasm [GO:1904115]; BLOC-1 complex [GO:0031083]; BORC complex [GO:0099078]; cytosol [GO:0005829]; early endosome [GO:0005769]; lysosomal membrane [GO:0005765]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q91YE5	chromatin silencing complex [GO:0005677]; cytosol [GO:0005829]; host cell nucleus [GO:0042025]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; rDNA heterochromatin [GO:0033553]
P97929	BRCA2-MAGE-D1 complex [GO:0033593]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lateral element [GO:0000800]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; secretory granule [GO:0030141]
Q9ER10	
O88737	axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell surface [GO:0009986]; cytoskeleton of presynaptic active zone [GO:0048788]; dendrite [GO:0030425]; excitatory synapse [GO:0060076]; extrinsic component of membrane [GO:0019898]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; Golgi-associated vesicle [GO:0005798]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; inhibitory synapse [GO:0060077]; neuronal cell body [GO:0043025]; neuron projection terminus [GO:0044306]; piccolo-bassoon transport vesicle [GO:1990257]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; presynaptic active zone [GO:0048786]; presynaptic active zone cytoplasmic component [GO:0098831]; ribbon synapse [GO:0097470]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]
Q6PAL0	nuclear heterochromatin [GO:0005720]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q8R1H8	nucleus [GO:0005634]
P18572	acrosomal membrane [GO:0002080]; axon [GO:0030424]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]
Q8K2F0	nucleus [GO:0005634]
P21237	axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; dendrite [GO:0030425]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial crista [GO:0030061]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nuclear speck [GO:0016607]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; postsynapse [GO:0098794]; secretory granule [GO:0030141]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]
Q8VI16	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9JJ89	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q91V12	cell body [GO:0044297]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]
Q920V1	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9JJV5	AMPA glutamate receptor complex [GO:0032281]; dendrite [GO:0030425]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; postsynaptic density membrane [GO:0098839]; Schaffer collateral - CA1 synapse [GO:0098685]; somatodendritic compartment [GO:0036477]
Q05A80	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
E9Q6B2	adherens junction [GO:0005912]; apical junction complex [GO:0043296]; bicellular tight junction [GO:0005923]
Q9WUU7	cell cortex region [GO:0099738]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; growth cone [GO:0030426]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]
Q8BIS8	extracellular region [GO:0005576]
Q9JHG0	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; synapse [GO:0045202]
Q9D8X2	cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; plasma membrane [GO:0005886]
P30882	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q8VEG0	
Q8BN57	extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
Q80UY1	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9R013	extracellular space [GO:0005615]; lysosome [GO:0005764]
Q9JKL5	cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]
Q9D869	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P60766	apical part of cell [GO:0045177]; cell-cell junction [GO:0005911]; cell cortex [GO:0005938]; cell periphery [GO:0071944]; cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium [GO:0030175]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium membrane [GO:0031258]; leading edge membrane [GO:0031256]; membrane [GO:0016020]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]; secretory granule [GO:0030141]; spindle midzone [GO:0051233]; storage vacuole [GO:0000322]
Q24JP4	
A3KFM7	nucleoplasm [GO:0005654]
Q9D1L0	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9CPQ5	actin cytoskeleton [GO:0015629]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]
Q8K4K1	centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]
Q9CZX2	centriole [GO:0005814]; centrosome [GO:0005813]; ciliary transition fiber [GO:0097539]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]; spindle pole [GO:0000922]; synapse [GO:0045202]
Q61458	cyclin-dependent protein kinase activating kinase holoenzyme complex [GO:0019907]; host cell nucleus [GO:0042025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIIH holo complex [GO:0005675]; transcription factor TFIIK complex [GO:0070985]
Q9DAN9	
Q8CC70	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]
O70496	cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]
P09470	basal plasma membrane [GO:0009925]; brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; sperm midpiece [GO:0097225]; vesicle [GO:0031982]
P35363	axon [GO:0030424]; caveola [GO:0005901]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q6KAU8	autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q00897	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]
Q3UGP8	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q920H4	dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q91ZH7	integral component of membrane [GO:0016021]
Q7TMS5	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; external side of apical plasma membrane [GO:0098591]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; membrane raft [GO:0045121]; mitochondrial membrane [GO:0031966]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9R0X2	extracellular region [GO:0005576]
Q9QYB5	brush border [GO:0005903]; cell-cell junction [GO:0005911]; cell cortex [GO:0005938]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]
P21300	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q64343	endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
P63277	basement membrane [GO:0005604]; cell surface [GO:0009986]; protein-containing complex [GO:0032991]; supramolecular complex [GO:0099080]
Q9DBF1	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q60718	acrosomal vesicle [GO:0001669]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]
Q8BWA8	
Q9D4P0	cytoplasm [GO:0005737]; trans-Golgi network [GO:0005802]
Q9CZI9	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9QXJ1	cytoplasm [GO:0005737]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; growth cone filopodium [GO:1990812]; growth cone lamellipodium [GO:1990761]; lamellipodium [GO:0030027]; main axon [GO:0044304]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; presynaptic membrane [GO:0042734]; protein-containing complex [GO:0032991]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]
A2AHL1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9D742	AP-type membrane coat adaptor complex [GO:0030119]; cytosol [GO:0005829]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]
Q3UJZ3	
Q80X86	
Q91ZT7	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9JHQ0	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]; vesicle [GO:0031982]
Q62415	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q7TQC5	chromatin [GO:0000785]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9D5T0	glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; postsynapse [GO:0098794]; postsynaptic membrane [GO:0045211]
Q64430	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; cell leading edge [GO:0031252]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]
Q9JKK8	chromosome [GO:0005694]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; XY body [GO:0001741]
P27040	activin receptor complex [GO:0048179]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]
Q91YP1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q5SUD9	cilium [GO:0005929]
Q0Q236	cell surface [GO:0009986]; extracellular region [GO:0005576]
Q8BS39	
