Entry	Gene ontology (cellular component)
Q9JHZ9	basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]
Q6AYT3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tRNA-splicing ligase complex [GO:0072669]
Q8R4U9	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0DJJ3	AP-2 adaptor complex [GO:0030122]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; terminal bouton [GO:0043195]
Q71F54	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; perinuclear region of cytoplasm [GO:0048471]
Q68G12	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9R168	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular space [GO:0005615]
O35413	apical plasma membrane [GO:0016324]; dendrite [GO:0030425]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
P30936	9+0 non-motile cilium [GO:0097731]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]
P52845	cytoplasm [GO:0005737]
Q6IYF9	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q7TSW6	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q5CD77	autophagosome [GO:0005776]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; recycling endosome [GO:0055037]
Q9WVA1	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
Q76HP2	integral component of membrane [GO:0016021]
Q6AYE3	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; chromosome [GO:0005694]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; PCAF complex [GO:0000125]; SAGA-type complex [GO:0070461]
B2RYT9	mitochondrion [GO:0005739]
Q5PQJ7	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
Q5XII5	Cajal body [GO:0015030]; chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; site of double-strand break [GO:0035861]; telomerase holoenzyme complex [GO:0005697]
Q4QR88	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
Q4QR99	cytoplasm [GO:0005737]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
O35092	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; nucleoplasm [GO:0005654]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
D3ZYP5	integral component of membrane [GO:0016021]
Q99376	basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; HFE-transferrin receptor complex [GO:1990712]; integral component of plasma membrane [GO:0005887]; melanosome [GO:0042470]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]
Q5U1Z2	cis-Golgi network membrane [GO:0033106]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; TRAPP complex [GO:0030008]
Q675B9	integral component of membrane [GO:0016021]
Q5XIA3	
Q569C3	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q6BBI8	
Q6TEK3	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
B2RZ78	cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; late endosome [GO:0005770]; retromer, cargo-selective complex [GO:0030906]; retromer complex [GO:0030904]
P54100	cell-cell junction [GO:0005911]
Q5J3K5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O35251	extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]
B5DEQ3	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q5FVN8	
O55007	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6P6G7	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]
Q3T1I9	nucleus [GO:0005634]
P62250	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]
Q9QZG1	integral component of membrane [GO:0016021]
Q6P6S2	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q5EBA3	nucleus [GO:0005634]
P01244	collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; growth hormone receptor complex [GO:0070195]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; trans-Golgi network [GO:0005802]
Q02563	cell-cell junction [GO:0005911]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; presynaptic active zone [GO:0048786]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]
Q4FZT8	nucleus [GO:0005634]
Q9Z2I7	integral component of membrane [GO:0016021]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]
Q7TPJ0	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P52631	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; RNA polymerase II transcription regulator complex [GO:0090575]; Schaffer collateral - CA1 synapse [GO:0098685]; transcription regulator complex [GO:0005667]
Q6AY56	cytoplasm [GO:0005737]; microtubule [GO:0005874]
P29101	axon [GO:0030424]; chromaffin granule membrane [GO:0042584]; dense core granule [GO:0031045]; exocytic vesicle [GO:0070382]; integral component of synaptic vesicle membrane [GO:0030285]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]
Q5EAN7	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Mre11 complex [GO:0030870]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear envelope [GO:0005635]; nuclear telomere cap complex [GO:0000783]; nucleus [GO:0005634]; shelterin complex [GO:0070187]
Q9QZE9	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; lysosome [GO:0005764]
Q5U1Y0	integral component of membrane [GO:0016021]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; perinuclear region of cytoplasm [GO:0048471]
Q63199	apical dendrite [GO:0097440]; apical plasma membrane [GO:0016324]; CD95 death-inducing signaling complex [GO:0031265]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; death-inducing signaling complex [GO:0031264]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]; secretory granule [GO:0030141]
D4A5U3	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; protein-containing complex [GO:0032991]
Q4KLZ6	cytosol [GO:0005829]
Q67ET3	integral component of membrane [GO:0016021]
Q6AY46	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]
D3ZB51	dendrite [GO:0030425]; GABA-ergic synapse [GO:0098982]; inhibitory synapse [GO:0060077]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; postsynaptic specialization of symmetric synapse [GO:0099629]
Q9JJW1	integral component of plasma membrane [GO:0005887]; myelin sheath [GO:0043209]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P0CG51	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleus [GO:0005634]
P08541	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
Q9WUF4	azurophil granule membrane [GO:0035577]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; midbody [GO:0030496]; mucin granule [GO:0098594]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; SNARE complex [GO:0031201]; vesicle [GO:0031982]; zymogen granule [GO:0042588]
Q642A6	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]
Q5GH57	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P0C1G7	integral component of membrane [GO:0016021]
Q9QXQ7	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; postsynapse [GO:0098794]
D3ZXK7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]
P0C2C0	large ribosomal subunit [GO:0015934]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q80W87	external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]
P62864	cytosolic small ribosomal subunit [GO:0022627]; extracellular space [GO:0005615]
Q6IMA7	membrane [GO:0016020]
Q6SLE7	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]
P05964	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ruffle [GO:0001726]
O54699	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
A4V8B4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P55018	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
Q5I0E9	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
Q9EQS5	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q3B7K9	
P84025	cytoplasm [GO:0005737]; cytosol [GO:0005829]; heteromeric SMAD protein complex [GO:0071144]; nuclear chromatin [GO:0000790]; nuclear inner membrane [GO:0005637]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; SMAD protein complex [GO:0071141]; transcription regulator complex [GO:0005667]
Q66HL2	cell cortex [GO:0005938]; cell junction [GO:0030054]; clathrin-coated pit [GO:0005905]; cortical actin cytoskeleton [GO:0030864]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; mitotic spindle midzone [GO:1990023]; plasma membrane [GO:0005886]; podosome [GO:0002102]; postsynaptic actin cytoskeleton [GO:0098871]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; ruffle [GO:0001726]; site of polarized growth [GO:0030427]
B5DF94	cell surface [GO:0009986]; cytoplasm [GO:0005737]; excitatory synapse [GO:0060076]; extracellular space [GO:0005615]; synaptic membrane [GO:0097060]
Q7TPA5	extracellular space [GO:0005615]
Q08420	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]
Q9WV75	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q9WVC1	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G3V7P1	early endosome membrane [GO:0031901]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; membrane raft [GO:0045121]; phagocytic vesicle [GO:0045335]; phagophore assembly site [GO:0000407]; postsynaptic recycling endosome [GO:0098837]; recycling endosome membrane [GO:0055038]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; vesicle [GO:0031982]
Q4KLY8	mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q05546	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; membrane raft [GO:0045121]; perineuronal net [GO:0072534]; perisynaptic extracellular matrix [GO:0098966]; Schaffer collateral - CA1 synapse [GO:0098685]
Q62746	cytosol [GO:0005829]; exocytic vesicle [GO:0070382]; extrinsic component of membrane [GO:0019898]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; integral component of synaptic membrane [GO:0099699]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672]
Q5I2P1	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; transcription regulator complex [GO:0005667]
B1WBM3	cilium [GO:0005929]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
Q67ES0	integral component of membrane [GO:0016021]
A0A0G2JXN2	axon cytoplasm [GO:1904115]; axon initial segment [GO:0043194]; cytoskeleton [GO:0005856]; main axon [GO:0044304]; proximal neuron projection [GO:1990769]
Q4V8E0	integral component of plasma membrane [GO:0005887]
Q5BK48	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q923K1	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; sweet taste receptor complex [GO:1903767]
Q5BJT2	plasma membrane [GO:0005886]
P29598	cell surface [GO:0009986]; extracellular space [GO:0005615]; membrane [GO:0016020]
O08722	integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q91ZT1	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; receptor complex [GO:0043235]
Q4VSI4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; XY body [GO:0001741]
P98166	apical part of cell [GO:0045177]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; receptor complex [GO:0043235]; very-low-density lipoprotein particle [GO:0034361]
Q9Z270	bicellular tight junction [GO:0005923]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
P48974	axon terminus [GO:0043679]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q499N3	cytoplasm [GO:0005737]; nuclear pre-replicative complex [GO:0005656]; nucleolus [GO:0005730]; Rix1 complex [GO:0097344]
Q5RKI0	actomyosin, actin portion [GO:0042643]; cell-cell junction [GO:0005911]; cell projection [GO:0042995]; cortical actin cytoskeleton [GO:0030864]; plasma membrane [GO:0005886]; podosome [GO:0002102]
Q8CG07	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q498C7	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q8R4V0	cytoplasmic vesicle [GO:0031410]; early endosome [GO:0005769]; recycling endosome [GO:0055037]
Q9Z143	dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q9JHB9	extracellular space [GO:0005615]
Q63624	nucleus [GO:0005634]
Q6AY84	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]
Q9JHY2	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
O88457	axon [GO:0030424]; C-fiber [GO:0044299]; glutamatergic synapse [GO:0098978]; integral component of presynaptic membrane [GO:0099056]; plasma membrane [GO:0005886]; voltage-gated sodium channel complex [GO:0001518]
Q6AYB5	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]
Q63532	cell periphery [GO:0071944]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]
Q5FVF4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P97525	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P06767	axon [GO:0030424]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q5QSK2	extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q496Z4	integral component of plasma membrane [GO:0005887]
P16599	cell surface [GO:0009986]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
Q499U8	integral component of membrane [GO:0016021]
Q5XHX2	stereocilium [GO:0032420]; stereocilium base [GO:0120044]
Q99PM1	chromatin [GO:0000785]; nucleus [GO:0005634]; PTW/PP1 phosphatase complex [GO:0072357]
P41516	condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; viral integration complex [GO:0019035]
Q91ZY8	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; presynaptic cytosol [GO:0099523]; synaptic vesicle [GO:0008021]
Q6P9X4	cytoplasm [GO:0005737]; early endosome [GO:0005769]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q4QQV1	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P21463	basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q6IRE4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; ESCRT I complex [GO:0000813]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q4G056	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P62839	nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ubiquitin ligase complex [GO:0000151]
E9PTA2	cytoplasmic vesicle membrane [GO:0030659]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
P20720	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P81828	extracellular region [GO:0005576]
P55090	axon [GO:0030424]; axon terminus [GO:0043679]; dendrite [GO:0030425]; extracellular region [GO:0005576]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; varicosity [GO:0043196]
P19488	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
P25286	cytoplasm [GO:0005737]; integral component of synaptic vesicle membrane [GO:0030285]; intracellular organelle [GO:0043229]; melanosome [GO:0042470]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
Q3T1H6	cytosol [GO:0005829]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
O54715	endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane proton-transporting V-type ATPase complex [GO:0033181]; proton-transporting V-type ATPase, V1 domain [GO:0033180]
Q9R1S4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleus [GO:0005634]; presynapse [GO:0098793]
Q4V8C4	nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
Q6IN36	actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cytoplasmic vesicle [GO:0031410]; ruffle [GO:0001726]
Q99M76	chromatin [GO:0000785]; cohesin complex [GO:0008278]; condensed nuclear chromosome [GO:0000794]; lateral element [GO:0000800]; male germ cell nucleus [GO:0001673]; meiotic cohesin complex [GO:0030893]; nuclear meiotic cohesin complex [GO:0034991]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]; transverse filament [GO:0000802]
Q66H61	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]
Q6P799	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
B5DFH9	integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
Q68FU0	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q6AXW8	integral component of membrane [GO:0016021]
Q5BJP5	autophagosome [GO:0005776]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]; trans-Golgi network [GO:0005802]
F1M0Z1	cell projection [GO:0042995]; cytoplasm [GO:0005737]
Q497B2	integral component of membrane [GO:0016021]
Q7TP17	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; spliceosomal complex [GO:0005681]; U2AF [GO:0089701]
Q5M7A4	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]
Q5M7W1	cytoplasm [GO:0005737]; mitochondrial intermembrane space [GO:0005758]; nucleus [GO:0005634]
P04177	axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; dendrite [GO:0030425]; melanosome membrane [GO:0033162]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; smooth endoplasmic reticulum [GO:0005790]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]
B2GV38	BAT3 complex [GO:0071818]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P27590	anchored component of membrane [GO:0031225]; apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; spindle pole [GO:0000922]
Q5HZY0	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]
Q62770	calyx of Held [GO:0044305]; neuromuscular junction [GO:0031594]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; presynaptic active zone [GO:0048786]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]
P08430	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; protein-containing complex [GO:0032991]
Q3B7D1	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q5FVP5	
O54975	cytoplasm [GO:0005737]; cytosol [GO:0005829]
