Entry	Gene ontology (cellular component)
O64765	cytoplasm [GO:0005737]
O64571	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
P57751	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; plastid [GO:0009536]
Q9M9P3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; pollen tube [GO:0090406]
Q9XHZ3	
Q9SCJ9	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]
P11574	Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; protein-containing complex [GO:0032991]; proton-transporting V-type ATPase, V1 domain [GO:0033180]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]
Q1ECE0	endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; plastid [GO:0009536]
Q8LPQ7	endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]
Q9LVU1	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plastid [GO:0009536]
Q9SXB3	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8GY11	nucleus [GO:0005634]
Q9XI33	nucleus [GO:0005634]
O82343	nucleus [GO:0005634]
Q9MA32	nucleus [GO:0005634]
Q9M9C5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q0WPT7	chloroplast [GO:0009507]; plastoglobule [GO:0010287]
Q84R21	chloroplast envelope [GO:0009941]; chloroplast membrane [GO:0031969]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plastid [GO:0009536]
Q9SAH3	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
C0LGL4	integral component of membrane [GO:0016021]
P0C2F5	
Q93W28	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ER body [GO:0010168]
P0CZ24	cytosol [GO:0005829]; peroxisome [GO:0005777]
P0CB24	
Q8GUM4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O23082	plasma membrane [GO:0005886]
Q9FZB1	integral component of membrane [GO:0016021]
Q9FMZ4	nucleus [GO:0005634]
C0LGR6	integral component of membrane [GO:0016021]
Q9M160	
Q6AWW5	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9SZ05	nucleus [GO:0005634]
C0LGT1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9LFL7	
Q9C9Z7	
Q9M0V4	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q9SVY5	plasma membrane [GO:0005886]
O64425	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q1ECR9	apoplast [GO:0048046]
Q9SR62	cytosol [GO:0005829]
F4J7T6	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9FFH1	nucleus [GO:0005634]
Q9SLI6	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P56762	chloroplast [GO:0009507]; chloroplast nucleoid [GO:0042644]; chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; cytoplasm [GO:0005737]; plastid [GO:0009536]
Q9FJL8	host cell nucleus [GO:0042025]; RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
Q9CAK4	integral component of membrane [GO:0016021]
Q9FFS8	cell wall [GO:0005618]; chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; plastid [GO:0009536]; polysomal ribosome [GO:0042788]
Q9ZPX8	nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]
Q8LPJ7	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; Golgi apparatus [GO:0005794]; plasmodesma [GO:0009506]
Q9LYK9	cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]
Q9ZSB1	extracellular space [GO:0005615]
Q9SRI1	COPII vesicle coat [GO:0030127]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; nuclear pore outer ring [GO:0031080]
Q8RUC6	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
Q84JB8	integral component of membrane [GO:0016021]
O82352	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F4I0K2	chloroplast nucleoid [GO:0042644]; cytoplasm [GO:0005737]; plastid-encoded plastid RNA polymerase complex [GO:0000427]
Q9SHQ9	
F4JNX2	chloroplast [GO:0009507]; plasma membrane [GO:0005886]
B9DFS6	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; multivesicular body membrane [GO:0032585]; retromer complex [GO:0030904]
Q9FLG8	integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
Q6IDB0	nucleus [GO:0005634]
Q9XIK6	chromatin [GO:0000785]; histone deacetylase complex [GO:0000118]
Q84WK4	cytoplasm [GO:0005737]
Q9ZUB8	nucleus [GO:0005634]
P43291	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q93XN8	cytosol [GO:0005829]
P37107	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]
Q6R2K1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9C9C0	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q94AC1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q94LW6	integral component of plasma membrane [GO:0005887]
Q0WWT7	chloroplast [GO:0009507]; cytosol [GO:0005829]
F4I6M4	cortical microtubule, transverse to long axis [GO:0010005]
Q9C950	Cdc73/Paf1 complex [GO:0016593]; nucleus [GO:0005634]
Q9FNP0	nucleus [GO:0005634]
F4HVW5	chloroplast [GO:0009507]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
O65420	nucleus [GO:0005634]
Q84WW5	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6NMB6	integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]
Q9SXB4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9SXB8	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9LMN6	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6AWX0	integral component of plasma membrane [GO:0005887]; plastid [GO:0009536]; vacuolar membrane [GO:0005774]
Q9SI37	mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q8GXQ3	integral component of membrane [GO:0016021]; plant-type cell wall [GO:0009505]; plasma membrane [GO:0005886]
Q8VWV6	nucleus [GO:0005634]
P25863	cytosol [GO:0005829]
O82122	cytosolic ribosome [GO:0022626]; vacuole [GO:0005773]
Q9SJQ5	integral component of membrane [GO:0016021]
O22799	plasma membrane [GO:0005886]
C0LGI5	integral component of membrane [GO:0016021]
P0CJ66	
C0LGK9	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9M2D8	cytosol [GO:0005829]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuole [GO:0005773]
Q9LT96	integral component of membrane [GO:0016021]; plastid [GO:0009536]
Q9FNI3	nucleus [GO:0005634]
Q9FID8	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; plastid [GO:0009536]
Q9LFE4	chloroplast [GO:0009507]; microtubule associated complex [GO:0005875]; plastid [GO:0009536]
Q9FID9	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; plastid [GO:0009536]
B3H6K1	integral component of membrane [GO:0016021]
Q9M8T3	cytosol [GO:0005829]
Q0WTB4	chloroplast [GO:0009507]; cytoplasm [GO:0005737]
Q8L586	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q0WVZ1	integral component of membrane [GO:0016021]
Q4V3C7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]
Q9XEC1	
Q9LFG1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8L733	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]
O04615	
Q8L8L9	
Q9LK31	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]
Q8VY97	endoplasmic reticulum [GO:0005783]; ER membrane protein complex [GO:0072546]; plasma membrane [GO:0005886]
Q9ZVT7	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P56806	chloroplast [GO:0009507]; small ribosomal subunit [GO:0015935]
P62126	chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; plastid [GO:0009536]; ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]
Q6NQ51	chloroplast [GO:0009507]; cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
F4JNB7	
Q8L953	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; plasma membrane [GO:0005886]; plastid [GO:0009536]
Q9S7T7	chromosome [GO:0005694]; cohesin complex [GO:0008278]; nuclear cohesin complex [GO:0000798]
Q9S7H5	nucleus [GO:0005634]
Q93ZE9	Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]
O64782	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O23342	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]
Q9SX77	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; respiratory chain complex II [GO:0045273]
Q9FJP9	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex II [GO:0045273]; succinate dehydrogenase complex [GO:0045281]
F4J2Z7	
Q9STQ6	cytoplasm [GO:0005737]
P0DN93	extracellular region [GO:0005576]
O23255	cytosol [GO:0005829]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]
B3H5E1	extracellular region [GO:0005576]
Q9XFR5	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]
O04722	integral component of plasma membrane [GO:0005887]
Q9C5G0	nucleus [GO:0005634]
Q9SXS2	integral component of plasma membrane [GO:0005887]
Q39230	cytosol [GO:0005829]; plastid [GO:0009536]
F4IH21	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q8RXQ1	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q9C720	endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]
O22773	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid lumen [GO:0009543]; chloroplast thylakoid membrane [GO:0009535]; cytosol [GO:0005829]; thylakoid [GO:0009579]; thylakoid lumen [GO:0031977]
Q9LMA8	nucleus [GO:0005634]
F4IAT2	nuclear speck [GO:0016607]; nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]
Q6NQ72	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q9FFQ0	plasma membrane [GO:0005886]; plastid [GO:0009536]
Q9FEG2	integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]; vacuolar membrane [GO:0005774]
Q9XIA7	integral component of membrane [GO:0016021]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]
O04573	apoplast [GO:0048046]
O04575	apoplast [GO:0048046]
P0C7P7	intracellular membrane-bounded organelle [GO:0043231]
Q9STE3	intracellular membrane-bounded organelle [GO:0043231]
Q9C768	intracellular membrane-bounded organelle [GO:0043231]
B5X582	chloroplast [GO:0009507]; mitochondrion [GO:0005739]
Q9FF66	nucleus [GO:0005634]
O64732	intracellular membrane-bounded organelle [GO:0043231]
Q9FKS0	chloroplast [GO:0009507]; cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q9LF41	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9SZE4	cytoplasmic side of plasma membrane [GO:0009898]; ESCRT III complex [GO:0000815]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]
Q39249	chloroplast [GO:0009507]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; cytosol [GO:0005829]; extracellular region [GO:0005576]; thylakoid lumen [GO:0031977]
Q9SUF1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9SB92	nucleus [GO:0005634]
Q8VYC2	extracellular space [GO:0005615]
Q9CAQ2	peroxisome [GO:0005777]
Q9LP10	chloroplast membrane [GO:0031969]; integral component of membrane [GO:0016021]
P59278	
Q8H124	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; endoplasmic reticulum [GO:0005783]; plastoglobule [GO:0010287]
Q8S8D8	
O04212	integral component of mitochondrial membrane [GO:0032592]; mitochondrial inner membrane [GO:0005743]
Q9ZVS8	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
F4I9J7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9SJG2	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O64781	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9SA72	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]
Q1G3Z6	nucleus [GO:0005634]
F4KIX1	nucleus [GO:0005634]
F4JJP1	chloroplast [GO:0009507]; microtubule associated complex [GO:0005875]
Q9ZR14	nucleus [GO:0005634]
Q8LDV3	chloroplast [GO:0009507]; chloroplast membrane [GO:0031969]; chloroplast thylakoid membrane [GO:0009535]; cytosol [GO:0005829]; plastoglobule [GO:0010287]; thylakoid [GO:0009579]
Q1G3M3	nucleus [GO:0005634]
O48822	cytosol [GO:0005829]
Q8W485	chloroplast [GO:0009507]; mitochondrion [GO:0005739]
O49698	
Q9SNA3	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9XIP5	nucleus [GO:0005634]
Q8GYA8	
Q9M9S0	nucleus [GO:0005634]
O80685	cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q7XA86	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]; vacuolar membrane [GO:0005774]
Q9SB58	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O64738	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9SAC0	chloroplast [GO:0009507]; chloroplast membrane [GO:0031969]; integral component of membrane [GO:0016021]
Q9LH84	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q9FIB4	
Q8L9G7	endoplasmic reticulum [GO:0005783]; gamma-secretase complex [GO:0070765]; integral component of plasma membrane [GO:0005887]
Q9LKL2	nucleus [GO:0005634]
O80885	chloroplast [GO:0009507]; chloroplast inner membrane [GO:0009706]; integral component of membrane [GO:0016021]
O80927	integral component of membrane [GO:0016021]
Q8VZ52	integral component of membrane [GO:0016021]
Q9C9M6	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleus [GO:0005634]; rDNA protrusion [GO:0030875]
Q9SI61	cell wall [GO:0005618]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; plastid [GO:0009536]; plastid stroma [GO:0009532]
P50287	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q8GXG1	cytoplasm [GO:0005737]
Q8S924	Atg12-Atg5-Atg16 complex [GO:0034274]; phagophore assembly site membrane [GO:0034045]
O22255	integral component of membrane [GO:0016021]
P49078	cytosol [GO:0005829]
Q8LPL3	extracellular region [GO:0005576]; plasmodesma [GO:0009506]; plastid [GO:0009536]
Q8LC69	integral component of membrane [GO:0016021]
Q9FIU7	
Q9FIW4	cytosol [GO:0005829]
F4I9T0	mitochondrion [GO:0005739]
Q9SA89	cell wall [GO:0005618]; extracellular region [GO:0005576]; plasmodesma [GO:0009506]; vacuole [GO:0005773]
Q9SR37	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; ER body [GO:0010168]; nucleus [GO:0005634]; peroxisome [GO:0005777]; plasmodesma [GO:0009506]; vacuole [GO:0005773]
Q9LYH0	plasma membrane [GO:0005886]
Q96291	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; stromule [GO:0010319]; thylakoid [GO:0009579]
Q9FKU9	cell wall [GO:0005618]; extracellular region [GO:0005576]
Q9SVG5	cell wall [GO:0005618]; extracellular region [GO:0005576]
Q9SKD0	nucleus [GO:0005634]
Q9C690	nucleus [GO:0005634]
Q9SAA4	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9LV17	nucleus [GO:0005634]
Q3E954	integral component of membrane [GO:0016021]
Q0WPX7	
O81851	nucleus [GO:0005634]
Q7XHI5	nucleus [GO:0005634]
O49404	
O65788	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9FIB0	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9LVD2	integral component of membrane [GO:0016021]; membrane [GO:0016020]
O81037	nucleus [GO:0005634]
Q9CA61	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9FKL6	nucleus [GO:0005634]
O65621	
Q3ECW2	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q39254	integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]; vacuole [GO:0005773]
Q8VYD9	mitochondrion [GO:0005739]
P27521	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plastoglobule [GO:0010287]; thylakoid [GO:0009579]
Q8L7N8	nucleus [GO:0005634]
Q941Q3	nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q38858	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]; secretory vesicle [GO:0099503]; vacuole [GO:0005773]
Q8W103	nucleus [GO:0005634]
Q9STM4	nucleus [GO:0005634]
F4JTF6	nucleus [GO:0005634]
O24654	
Q9LT57	mitochondrion [GO:0005739]
P93759	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
O04928	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]
Q0WKY2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9S744	cytosol [GO:0005829]; nucleus [GO:0005634]
Q3E906	anaphase-promoting complex [GO:0005680]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleus [GO:0005634]
Q9SKJ5	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q9SRE7	cytoplasm [GO:0005737]
O65718	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9SRR7	peroxisome [GO:0005777]
Q9S9N5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; pollen tube [GO:0090406]
P30188	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q0WNJ6	chloroplast [GO:0009507]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]
Q2V452	
Q3ECJ5	apoplast [GO:0048046]; extracellular space [GO:0005615]
Q8S8M2	apoplast [GO:0048046]; extracellular space [GO:0005615]
Q9LNC5	cell wall [GO:0005618]; extracellular region [GO:0005576]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904]; U2-type catalytic step 2 spliceosome [GO:0071007]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
Q9STP8	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glyoxysome [GO:0009514]; integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]; plasma membrane [GO:0005886]
Q9SW08	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9XF19	cytoplasm [GO:0005737]
O81016	integral component of membrane [GO:0016021]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]
Q8GWR1	endoplasmic reticulum [GO:0005783]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]
Q9LQ81	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]
Q9LM46	nucleus [GO:0005634]
Q6J9N8	nucleus [GO:0005634]
O04375	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]
O81852	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]
P54121	cytosol [GO:0005829]
Q8LCN5	anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]
Q9LS22	integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]
Q8VYJ2	chromosomal region [GO:0098687]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q0WNR6	nucleus [GO:0005634]
O23324	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]
Q9SJW6	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q94JM3	nucleus [GO:0005634]
Q8L500	nucleus [GO:0005634]
Q9M6N7	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]
A0JPZ8	nucleus [GO:0005634]
O81742	clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle membrane [GO:0030665]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]
O23140	clathrin adaptor complex [GO:0030131]; clathrin-coated pit [GO:0005905]; cytoplasmic vesicle [GO:0031410]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]
Q43870	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q8H1Q5	cytoplasm [GO:0005737]; phagophore assembly site membrane [GO:0034045]; vacuolar membrane [GO:0005774]
Q9FIR0	integral component of membrane [GO:0016021]
F4IHR4	chloroplast stroma [GO:0009570]; membrane [GO:0016020]
O23372	nucleus [GO:0005634]
Q9LS26	plasma membrane [GO:0005886]
Q8GXT2	
Q3ECS3	
Q9LE06	cytosol [GO:0005829]
Q9FH03	Golgi apparatus [GO:0005794]
Q9FMB6	nucleus [GO:0005634]
Q9XEF0	nucleus [GO:0005634]
Q9LPC3	extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; plant-type cell wall [GO:0009505]; plasma membrane [GO:0005886]
O81906	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q7Y1C5	
Q8GXT3	nucleus [GO:0005634]
Q9FJ24	cell wall [GO:0005618]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]
A8MRC7	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9LV09	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q8L7F9	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9FGB0	nucleus [GO:0005634]
P58046	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9FKV2	extracellular region [GO:0005576]; plant-type cell wall [GO:0009505]
Q9FRH3	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
Q9XF87	chloroplast envelope [GO:0009941]; chloroplast thylakoid membrane [GO:0009535]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; plastoglobule [GO:0010287]; PSII associated light-harvesting complex II [GO:0009517]; thylakoid [GO:0009579]
Q8RWV3	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; plasmodesma [GO:0009506]
Q9LD90	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]
O65782	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q67YM6	apoplast [GO:0048046]
Q8VXV4	membrane [GO:0016020]
Q2V4N6	extracellular region [GO:0005576]
P82621	extracellular region [GO:0005576]
P82716	extracellular region [GO:0005576]
Q2V321	extracellular region [GO:0005576]
P82730	extracellular region [GO:0005576]
Q8W474	
Q2V3K4	extracellular region [GO:0005576]; filiform apparatus [GO:0043680]
Q2V3K0	extracellular region [GO:0005576]
P82776	extracellular region [GO:0005576]
Q8RXK1	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9LUH3	integral component of membrane [GO:0016021]; membrane [GO:0016020]
F4J158	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9SKP0	cytosol [GO:0005829]
F4JTB3	integral component of membrane [GO:0016021]; membrane [GO:0016020]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]
Q6J9Q2	nucleus [GO:0005634]
