Entry	Gene ontology (cellular component)
Q18161	
Q18158	extracellular space [GO:0005615]; secretory vesicle [GO:0099503]
Q20728	axon [GO:0030424]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule associated complex [GO:0005875]; microtubule plus-end [GO:0035371]; nucleus [GO:0005634]; spindle pole [GO:0000922]
Q18484	integral component of membrane [GO:0016021]
Q20334	muscle thin filament tropomyosin [GO:0005862]; troponin complex [GO:0005861]
Q11187	
Q09647	cilium [GO:0005929]
Q20683	
Q23049	BBSome [GO:0034464]; ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; dendrite terminus [GO:0044292]; neuron projection [GO:0043005]; non-motile cilium [GO:0097730]
Q93971	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G5EFJ9	integral component of plasma membrane [GO:0005887]
Q9N5D6	nucleus [GO:0005634]
Q17750	endoplasmic reticulum membrane [GO:0005789]
P55155	extracellular region [GO:0005576]
Q9NEZ5	focal adhesion [GO:0005925]; M band [GO:0031430]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; striated muscle dense body [GO:0055120]
X5M5N0	cytoplasm [GO:0005737]
Q5CZ51	integral component of membrane [GO:0016021]
P34362	
Q86DA7	integral component of membrane [GO:0016021]
P34494	
P34438	
P41952	
P34516	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P46504	nucleus [GO:0005634]
P34412	
Q9U3F4	actin cytoskeleton [GO:0015629]; axon [GO:0030424]; focal adhesion [GO:0005925]; M band [GO:0031430]; nucleus [GO:0005634]; stress fiber [GO:0001725]; striated muscle dense body [GO:0055120]
Q09389	
Q10011	extracellular space [GO:0005615]
Q09299	SCF ubiquitin ligase complex [GO:0019005]
Q09952	integral component of membrane [GO:0016021]
Q11074	
O17811	
Q10127	nucleus [GO:0005634]
Q09531	Golgi membrane [GO:0000139]
Q9XUC4	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q09400	
Q09464	nucleolus [GO:0005730]
Q09965	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q93618	cytosol [GO:0005829]
Q2WF59	Cul2-RING ubiquitin ligase complex [GO:0031462]
Q20010	centriole [GO:0005814]; cytoplasm [GO:0005737]
G5EGT9	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q4W4Z2	mitochondrion [GO:0005739]
Q09261	mitochondrial small ribosomal subunit [GO:0005763]
P46576	integral component of membrane [GO:0016021]; SAM complex [GO:0001401]
G5EBY0	Cdc73/Paf1 complex [GO:0016593]; nucleus [GO:0005634]
G5EDJ4	
P46500	
O18175	integral component of membrane [GO:0016021]
Q9TYV2	integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
P46571	integral component of membrane [GO:0016021]
Q17348	catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; P granule [GO:0043186]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]
Q9N5R9	chromosome [GO:0005694]; FACT complex [GO:0035101]; nucleus [GO:0005634]
Q7JKC3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
G5EFV8	cytosol [GO:0005829]; GARP complex [GO:0000938]; Golgi medial cisterna [GO:0005797]; Golgi trans cisterna [GO:0000138]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]
P42172	
P34601	
P34606	
P34456	cytosol [GO:0005829]
P34457	
P34566	
Q960A0	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q95XU6	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q19555	chromatin [GO:0000785]; cohesin complex [GO:0008278]; condensed chromosome [GO:0000793]; nucleus [GO:0005634]
G5ECQ3	cytoplasm [GO:0005737]
Q21767	integral component of membrane [GO:0016021]
P91211	integral component of membrane [GO:0016021]
Q20961	dendrite [GO:0030425]; integral component of membrane [GO:0016021]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q22708	nucleoplasm [GO:0005654]
Q21289	
P34660	integral component of membrane [GO:0016021]; mitochondrial outer membrane translocase complex [GO:0005742]
Q11094	nucleus [GO:0005634]
Q20255	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; intraciliary transport particle A [GO:0030991]
P34500	cell surface [GO:0009986]; extracellular region [GO:0005576]
Q7YSI9	cytoplasm [GO:0005737]
Q19584	nucleus [GO:0005634]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
Q20516	integral component of membrane [GO:0016021]
G5EDQ9	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q22835	nucleus [GO:0005634]
P34539	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) [GO:0000275]; mitochondrion [GO:0005739]
P54688	mitochondrion [GO:0005739]
O01822	BLOC-1 complex [GO:0031083]; cytoplasm [GO:0005737]; endosome [GO:0005768]
P41886	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q18143	extracellular region [GO:0005576]
H2L0H3	early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]
Q8MXQ7	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q7Z1Z1	cytoplasm [GO:0005737]; Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]
Q03611	cation channel complex [GO:0034703]; ciliary inversin compartment [GO:0097543]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; non-motile cilium [GO:0097730]
Q20432	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; Nem1-Spo7 phosphatase complex [GO:0071595]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]
Q9XX14	nucleus [GO:0005634]
Q21984	
G5EDR3	cytosol [GO:0005829]; protein phosphatase type 2A complex [GO:0000159]
Q95ZQ4	axon [GO:0030424]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]
O01805	
O45363	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q9XV51	
Q9XWB9	
Q95QN6	
P34324	
Q03562	cytoplasm [GO:0005737]
Q9XWN9	neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]
Q9TW65	cytoskeleton [GO:0005856]; dystrobrevin complex [GO:0016014]; dystrophin-associated glycoprotein complex [GO:0016010]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle dense body [GO:0055120]; synapse [GO:0045202]
Q93341	mitochondrion [GO:0005739]
P41855	extracellular region [GO:0005576]
O61466	extracellular region [GO:0005576]
Q95YF0	basal cortex [GO:0045180]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; spindle microtubule [GO:0005876]
O44518	cell junction [GO:0030054]; neuron projection [GO:0043005]; SCAR complex [GO:0031209]; synapse [GO:0045202]
Q09456	collagen trimer [GO:0005581]
H2KZ72	Golgi apparatus [GO:0005794]
Q03755	collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]
P24585	integral component of membrane [GO:0016021]
P34751	cytoplasm [GO:0005737]
Q03603	plasma membrane [GO:0005886]
Q17949	cytoplasm [GO:0005737]
Q19542	axoneme [GO:0005930]; ciliary membrane [GO:0060170]; cytoplasmic dynein complex [GO:0005868]; dynein complex [GO:0030286]; microtubule [GO:0005874]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]
Q21625	alpha DNA polymerase:primase complex [GO:0005658]
Q9U3I4	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrion [GO:0005739]; uniplex complex [GO:1990246]
Q9XUP3	cytoplasm [GO:0005737]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
P34604	eukaryotic translation initiation factor 2B complex [GO:0005851]
Q23646	nucleus [GO:0005634]
G5ED44	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q09388	axon [GO:0030424]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]
Q18510	axoneme [GO:0005930]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]
Q27520	
Q9XWH0	bub1-bub3 complex [GO:1990298]; condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; mitotic checkpoint complex [GO:0033597]; nucleoplasm [GO:0005654]
P34371	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O76612	
Q19787	nucleus [GO:0005634]
Q94175	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q6QMT2	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P34685	dynactin complex [GO:0005869]; F-actin capping protein complex [GO:0008290]
Q9N5U5	Cdc73/Paf1 complex [GO:0016593]
O45818	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; serine/threonine protein kinase complex [GO:1902554]
Q18212	nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; transcription regulator complex [GO:0005667]
Q09958	nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q9XWI6	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
Q19967	cell [GO:0005623]; integral component of membrane [GO:0016021]; Ssh1 translocon complex [GO:0071261]
Q5WRN3	cytoplasm [GO:0005737]
Q18195	cytoplasm [GO:0005737]; Elongator holoenzyme complex [GO:0033588]; transcription elongation factor complex [GO:0008023]
Q17688	endoplasmic reticulum lumen [GO:0005788]
G5EEP3	integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]
O01615	
Q3V5I7	Atg12-Atg5-Atg16 complex [GO:0034274]; phagophore assembly site membrane [GO:0034045]
Q93235	sodium:potassium-exchanging ATPase complex [GO:0005890]
Q27514	
Q22756	BLOC-1 complex [GO:0031083]
Q17851	integral component of membrane [GO:0016021]
Q94051	caveola [GO:0005901]; cell cortex [GO:0005938]; cortical granule [GO:0060473]; cytoplasmic side of plasma membrane [GO:0009898]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; transport vesicle [GO:0030133]
Q22036	cytoplasm [GO:0005737]; membrane [GO:0016020]
O16305	cell periphery [GO:0071944]; centrosome [GO:0005813]; mitotic spindle [GO:0072686]; nuclear membrane [GO:0031965]
Q9N593	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]
Q22516	histone deacetylase complex [GO:0000118]
Q21551	mitochondrial inner membrane [GO:0005743]
Q22230	
Q17433	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9BKQ8	catalytic step 2 spliceosome [GO:0071013]
P34688	annular furrow extracellular matrix [GO:0060108]; collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P34413	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear inner membrane [GO:0005637]; perinuclear region of cytoplasm [GO:0048471]
Q9XWQ1	BLOC-1 complex [GO:0031083]
Q09454	
Q95QW0	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
Q09292	plasma membrane [GO:0005886]
Q94177	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G5EGC4	extracellular region [GO:0005576]
Q20758	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]
O45782	cytoplasm [GO:0005737]
P04630	
P27798	cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]
P45968	chromosome [GO:0005694]; nucleus [GO:0005634]
P20792	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q9XWC2	extracellular region [GO:0005576]
P41950	dendrite membrane [GO:0032590]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
G5EGE9	condensed nuclear chromosome [GO:0000794]; dosage compensation complex [GO:0046536]; nuclear chromosome [GO:0000228]
Q18164	cytoplasm [GO:0005737]; cytosol [GO:0005829]
O61924	nucleus [GO:0005634]
P34383	extracellular region [GO:0005576]
Q23022	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q18008	
G5ECS8	extracellular region [GO:0005576]
Q93149	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
G5EFD9	basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P54889	mitochondrion [GO:0005739]
Q20052	anaphase-promoting complex [GO:0005680]; cullin-RING ubiquitin ligase complex [GO:0031461]; nucleus [GO:0005634]
P54145	integral component of plasma membrane [GO:0005887]
Q09969	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
G5ECJ5	
Q93560	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q95Y80	chromosome [GO:0005694]; metaphase plate [GO:0070090]; nucleus [GO:0005634]
Q95QW4	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q21313	basement membrane [GO:0005604]
Q17902	nuclear envelope [GO:0005635]
Q9U3D6	cytoplasm [GO:0005737]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q21565	integral component of plasma membrane [GO:0005887]
P34379	Atg1/ULK1 kinase complex [GO:1990316]; axon [GO:0030424]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; perikaryon [GO:0043204]; phagophore assembly site [GO:0000407]
Q09544	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) [GO:0000275]; mitochondrion [GO:0005739]
P34524	nucleolus [GO:0005730]
P34465	integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
Q17391	Cul3-RING ubiquitin ligase complex [GO:0031463]; cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34575	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q10024	
Q17438	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P34460	cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]
Q09413	elongin complex [GO:0070449]; transcription elongation factor complex [GO:0008023]
G5EEQ9	dendrite [GO:0030425]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q22640	
Q27516	
G5EEI8	
P90866	mediator complex [GO:0016592]; nucleus [GO:0005634]
Q9U2H1	ciliary transition zone [GO:0035869]; nucleus [GO:0005634]
O01501	centriole [GO:0005814]; centrosome [GO:0005813]; chromatin [GO:0000785]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin E1-CDK2 complex [GO:0097134]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
O02039	nucleus [GO:0005634]
Q03609	basal cortex [GO:0045180]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; spindle microtubule [GO:0005876]
Q9BMK9	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
O45952	chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; meiotic spindle midzone [GO:1990385]; mitotic spindle midzone [GO:1990023]
Q09EF7	ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]
P34508	
P52009	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]
P34682	cortical layer of collagen and cuticulin-based cuticle extracellular matrix [GO:0060106]
Q23629	cytosol [GO:0005829]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]
Q22307	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]
Q8TA83	mitochondrion [GO:0005739]
A0FLQ6	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q09276	dendrite membrane [GO:0032590]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
O16216	post-mRNA release spliceosomal complex [GO:0071014]
P34537	nucleus [GO:0005634]
G5EC84	integral component of membrane [GO:0016021]; membrane [GO:0016020]
G4RT11	nucleus [GO:0005634]
Q8I7M8	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; nucleus [GO:0005634]
P34393	extracellular region [GO:0005576]
P17139	basement membrane [GO:0005604]; collagen type IV trimer [GO:0005587]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P41830	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
O01916	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q20026	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q09500	integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]; vacuolar membrane [GO:0005774]
Q03560	Cdc73/Paf1 complex [GO:0016593]
Q21540	alae of collagen and cuticulin-based cuticle extracellular matrix [GO:0060111]; integral component of membrane [GO:0016021]
O44186	integral component of membrane [GO:0016021]
Q9N3F1	cytoplasm [GO:0005737]; dynactin complex [GO:0005869]
Q8MPX3	
Q20507	
Q27519	
Q09457	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; medial layer of collagen and cuticulin-based cuticle extracellular matrix [GO:0060109]
Q18879	apical plasma membrane [GO:0016324]; caveola [GO:0005901]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]
P34281	RNA polymerase II, holoenzyme [GO:0016591]
Q9TVL3	chromosome [GO:0005694]; cyclin/CDK positive transcription elongation factor complex [GO:0008024]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q9U2M5	centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin E1-CDK2 complex [GO:0097134]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34638	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q09233	collagen trimer [GO:0005581]
Q09991	
P19974	mitochondrial intermembrane space [GO:0005758]; respirasome [GO:0070469]
O01738	
P30648	cytoplasm [GO:0005737]
P54244	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
H2KZ86	lipid droplet [GO:0005811]
Q22004	
Q09289	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]
Q21227	adherens junction [GO:0005912]; beta-catenin destruction complex [GO:0030877]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P35603	AP-2 adaptor complex [GO:0030122]; cytoplasmic vesicle [GO:0031410]; intracellular membrane-bounded organelle [GO:0043231]; periciliary membrane compartment [GO:1990075]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]
Q09443	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Swr1 complex [GO:0000812]
Q22021	mitochondrial membrane [GO:0031966]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]
Q18803	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; non-motile cilium [GO:0097730]
O17754	axon [GO:0030424]; cytoplasmic vesicle [GO:0031410]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; presynapse [GO:0098793]
Q19294	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]
P34531	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
Q94316	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q19326	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q10916	extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]
Q17529	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
O45685	lysosomal membrane [GO:0005765]
Q20781	extracellular region [GO:0005576]
Q23357	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34455	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q966L3	nucleus [GO:0005634]
G5EEN8	plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]
B6VQ60	BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
Q23450	mitochondrial intermembrane space [GO:0005758]
Q8I7J4	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrion [GO:0005739]
P41932	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q18007	dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; postsynaptic membrane [GO:0045211]
P45894	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9U2M7	
O17850	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; synapse [GO:0045202]
Q27517	
O18304	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
P34319	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
O02326	nucleus [GO:0005634]
Q8STE5	cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor complex [GO:0032045]; plasma membrane [GO:0005886]
P45961	endoplasmic reticulum [GO:0005783]
O01975	
Q20655	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q17335	cytoplasm [GO:0005737]; cytosol [GO:0005829]
O45218	peroxisome [GO:0005777]
O44712	nucleus [GO:0005634]
Q21697	cytoplasm [GO:0005737]; lysosome [GO:0005764]
Q9XWH8	extracellular region [GO:0005576]
Q09242	nucleus [GO:0005634]
Q18932	extracellular region [GO:0005576]
P41958	endomembrane system [GO:0012505]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; organelle membrane [GO:0031090]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynapse [GO:0098793]
O18037	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9TZI1	
P34425	cyclin/CDK positive transcription elongation factor complex [GO:0008024]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q23534	integral component of membrane [GO:0016021]
P46563	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear heterochromatin [GO:0005720]
P53993	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P0DM41	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]
Q23272	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]
Q21973	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q22566	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q9U2R0	
P46505	
Q93635	ciliary base [GO:0097546]
Q09296	cytosol [GO:0005829]
Q9XX11	mitochondrion [GO:0005739]
G5EG88	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; synapse [GO:0045202]
Q22531	cytoplasm [GO:0005737]
Q09551	lysosome [GO:0005764]
Q11178	
P34568	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O45435	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q9XUM6	
Q22592	axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; dendrite [GO:0030425]; endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; nucleus [GO:0005634]; perikaryon [GO:0043204]; phagophore assembly site [GO:0000407]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]
O18191	anaphase-promoting complex [GO:0005680]
Q10002	mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9XW42	
G5EFJ4	condensed chromosome [GO:0000793]; condensin complex [GO:0000796]; cytoplasm [GO:0005737]; dosage compensation complex [GO:0046536]
Q27504	cytoplasm [GO:0005737]
Q8IA98	Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; nucleus [GO:0005634]
P90771	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
O45876	endoplasmic reticulum [GO:0005783]; gamma-secretase complex [GO:0070765]; integral component of plasma membrane [GO:0005887]
O16466	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; phagophore assembly site membrane [GO:0034045]
P46580	cytosol [GO:0005829]; nucleus [GO:0005634]
Q8MYN5	extracellular region [GO:0005576]
Q9U1N6	cytoplasm [GO:0005737]
Q21480	extrinsic component of membrane [GO:0019898]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]
Q20748	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
Q09993	integral component of membrane [GO:0016021]
P51559	integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]
G5EG86	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]
G5EGK5	axon [GO:0030424]; cell projection [GO:0042995]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; neuromuscular junction [GO:0031594]; neuronal cell body membrane [GO:0032809]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q10462	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q9XTR1	nucleus [GO:0005634]
Q19972	condensed chromosome [GO:0000793]; nuclear inner membrane [GO:0005637]
Q10131	endoplasmic reticulum [GO:0005783]
Q09315	cytoplasm [GO:0005737]
